Entity,Code,Year,Annual CO₂ emissions from land-use change
Greece,GRC,1856,10486917
Greece,GRC,1857,10541108
Greece,GRC,1858,10590645
Greece,GRC,1859,10639926
Greece,GRC,1860,10825911
Greece,GRC,1861,10923117
Greece,GRC,1862,10995554
Greece,GRC,1863,11061103
Greece,GRC,1864,11119581
Greece,GRC,1865,11174321
Greece,GRC,1866,11227339
Greece,GRC,1867,11270464
Greece,GRC,1868,11310438
Greece,GRC,1869,11349716
Greece,GRC,1870,12001359
Greece,GRC,1871,12293563
Greece,GRC,1872,12501092
Greece,GRC,1873,12670185
Greece,GRC,1874,12812642
Greece,GRC,1875,12934359
Greece,GRC,1876,13046698
Greece,GRC,1877,13153027
Greece,GRC,1878,13249793
Greece,GRC,1879,13333222
Greece,GRC,1880,13718199
Greece,GRC,1881,13907115
Greece,GRC,1882,14039825
Greece,GRC,1883,14155644
Greece,GRC,1884,14255158
Greece,GRC,1885,14346538
Greece,GRC,1886,14444770
Greece,GRC,1887,14512957
Greece,GRC,1888,14572204
Greece,GRC,1889,14633650
Greece,GRC,1890,14802450
Greece,GRC,1891,14905445
Greece,GRC,1892,14988727
Greece,GRC,1893,15072121
Greece,GRC,1894,15131440
Greece,GRC,1895,15177168
Greece,GRC,1896,15225203
Greece,GRC,1897,15274446
Greece,GRC,1898,15321821
Greece,GRC,1899,15370591
Greece,GRC,1900,14030885
Greece,GRC,1901,13495465
Greece,GRC,1902,13152148
Greece,GRC,1903,12905744
Greece,GRC,1904,12675754
Greece,GRC,1905,12485813
Greece,GRC,1906,12326465
Greece,GRC,1907,12207825
Greece,GRC,1908,12087463
Greece,GRC,1909,11994727
Greece,GRC,1910,11825450
Greece,GRC,1911,11789726
Greece,GRC,1912,11716593
Greece,GRC,1913,11624956
Greece,GRC,1914,11534162
Greece,GRC,1915,11446556
Greece,GRC,1916,11357813
Greece,GRC,1917,11284314
Greece,GRC,1918,11219681
Greece,GRC,1919,11168238
Greece,GRC,1920,13566620
Greece,GRC,1921,14526514
Greece,GRC,1922,15141114
Greece,GRC,1923,15626448
Greece,GRC,1924,16028131
Greece,GRC,1925,16386030
Greece,GRC,1926,16693587
Greece,GRC,1927,16962964
Greece,GRC,1928,17209918
Greece,GRC,1929,17412756
Greece,GRC,1930,20040578
Greece,GRC,1931,21195910
Greece,GRC,1932,21990008
Greece,GRC,1933,22626006
Greece,GRC,1934,23183886
Greece,GRC,1935,23667608
Greece,GRC,1936,24092082
Greece,GRC,1937,24479220
Greece,GRC,1938,24824516
Greece,GRC,1939,25139620
Greece,GRC,1940,19278870
Greece,GRC,1941,17056836
Greece,GRC,1942,15641836
Greece,GRC,1943,14555716
Greece,GRC,1944,13618172
Greece,GRC,1945,12848549
Greece,GRC,1946,12168181
Greece,GRC,1947,11547902
Greece,GRC,1948,11008158
Greece,GRC,1949,10606510
Greece,GRC,1950,11527603
Greece,GRC,1951,11903896
Greece,GRC,1952,33186718
Greece,GRC,1953,18774594
Greece,GRC,1954,15733655
Greece,GRC,1955,13540605
Greece,GRC,1956,13862048
Greece,GRC,1957,14012382
Greece,GRC,1958,11388078
Greece,GRC,1959,5853790
Greece,GRC,1960,5217206.5
Greece,GRC,1961,4836736.5
Greece,GRC,1962,20584096
Greece,GRC,1963,9238226
Greece,GRC,1964,5564810
Greece,GRC,1965,15694561
Greece,GRC,1966,11094628
Greece,GRC,1967,10440202
Greece,GRC,1968,8358500
Greece,GRC,1969,7013958.5
Greece,GRC,1970,6040947
Greece,GRC,1971,5424442
Greece,GRC,1972,3728522.8
Greece,GRC,1973,3034305
Greece,GRC,1974,1905573
Greece,GRC,1975,1825881.1
Greece,GRC,1976,1628061.8
Greece,GRC,1977,7623025
Greece,GRC,1978,4140942.8
Greece,GRC,1979,2494451.2
Greece,GRC,1980,4666763.5
Greece,GRC,1981,2965824.8
Greece,GRC,1982,1434199.5
Greece,GRC,1983,4227706.5
Greece,GRC,1984,1881244.2
Greece,GRC,1985,1601790.9
Greece,GRC,1986,1609412
Greece,GRC,1987,1580246.5
Greece,GRC,1988,4897742
Greece,GRC,1989,2937428.8
Greece,GRC,1990,2130762.5
Greece,GRC,1991,3400228.5
Greece,GRC,1992,720708.8
Greece,GRC,1993,673992.8
Greece,GRC,1994,988437.25
Greece,GRC,1995,680331.5
Greece,GRC,1996,-1606590.6
Greece,GRC,1997,-3440715.8
Greece,GRC,1998,-4313664
Greece,GRC,1999,-5458847.5
Greece,GRC,2000,-5515749
Greece,GRC,2001,-6068353
Greece,GRC,2002,-6462600
Greece,GRC,2003,-8680126
Greece,GRC,2004,-7823263
Greece,GRC,2005,-9614482
Greece,GRC,2006,-10270962
Greece,GRC,2007,-10436721
Greece,GRC,2008,-10711301
Greece,GRC,2009,-9305022
Greece,GRC,2010,-10407556
Greece,GRC,2011,-10288255
Greece,GRC,2012,-10543379
Greece,GRC,2013,-20491946
Greece,GRC,2014,-18640894
Greece,GRC,2015,-21067012
Greece,GRC,2016,-23475578
Greece,GRC,2017,-25038568
Greece,GRC,2018,-1452995.9
Greece,GRC,2019,-24204824
Greece,GRC,2020,-18741836
Greece,GRC,2021,-19157884
Greece,GRC,2022,-20062196
Greece,GRC,2023,-20305960
Greece,GRC,2024,-20361728
Hungary,HUN,1850,15462703
Hungary,HUN,1851,14967073
Hungary,HUN,1852,14512444
Hungary,HUN,1853,14130252
Hungary,HUN,1854,13681815
Hungary,HUN,1855,13097628
Hungary,HUN,1856,12746689
Hungary,HUN,1857,12413998
Hungary,HUN,1858,11966844
Hungary,HUN,1859,11715567
Hungary,HUN,1860,11450806
Hungary,HUN,1861,11033770
Hungary,HUN,1862,10681550
Hungary,HUN,1863,10394365
Hungary,HUN,1864,10152944
Hungary,HUN,1865,10101208
Hungary,HUN,1866,9977658
Hungary,HUN,1867,9925630
Hungary,HUN,1868,9626684
Hungary,HUN,1869,9344702
Hungary,HUN,1870,10368680
Hungary,HUN,1871,10788575
Hungary,HUN,1872,10990571
Hungary,HUN,1873,11186485
Hungary,HUN,1874,11234373
Hungary,HUN,1875,11073781
Hungary,HUN,1876,11183811
Hungary,HUN,1877,11287429
Hungary,HUN,1878,11214917
Hungary,HUN,1879,11243387
Hungary,HUN,1880,11128997
Hungary,HUN,1881,10952502
Hungary,HUN,1882,10776044
Hungary,HUN,1883,10656891
Hungary,HUN,1884,10639743
Hungary,HUN,1885,10722439
Hungary,HUN,1886,10770401
Hungary,HUN,1887,10808397
Hungary,HUN,1888,10582035
Hungary,HUN,1889,10425326
Hungary,HUN,1890,11566039
Hungary,HUN,1891,12048624
Hungary,HUN,1892,12208741
Hungary,HUN,1893,12326062
Hungary,HUN,1894,12269014
Hungary,HUN,1895,11991026
Hungary,HUN,1896,12021694
Hungary,HUN,1897,12006342
Hungary,HUN,1898,11803063
Hungary,HUN,1899,11780017
Hungary,HUN,1900,11566039
Hungary,HUN,1901,11297578
Hungary,HUN,1902,11117455
Hungary,HUN,1903,10995041
Hungary,HUN,1904,10944698
Hungary,HUN,1905,10752667
Hungary,HUN,1906,10364943
Hungary,HUN,1907,10350324
Hungary,HUN,1908,10303242
Hungary,HUN,1909,10055555
Hungary,HUN,1910,8882929
Hungary,HUN,1911,8447022
Hungary,HUN,1912,7909110.5
Hungary,HUN,1913,7437810
Hungary,HUN,1914,7027259
Hungary,HUN,1915,6815663
Hungary,HUN,1916,6742712.5
Hungary,HUN,1917,6634771
Hungary,HUN,1918,6536429.5
Hungary,HUN,1919,6156399.5
Hungary,HUN,1920,7417621.5
Hungary,HUN,1921,8168082
Hungary,HUN,1922,8330616.5
Hungary,HUN,1923,8571854
Hungary,HUN,1924,8134776.5
Hungary,HUN,1925,8460689
Hungary,HUN,1926,8394883
Hungary,HUN,1927,8636671
Hungary,HUN,1928,8935397
Hungary,HUN,1929,8615310
Hungary,HUN,1930,8281812.5
Hungary,HUN,1931,7988399
Hungary,HUN,1932,7816118
Hungary,HUN,1933,7873386.5
Hungary,HUN,1934,7671720
Hungary,HUN,1935,7676666.5
Hungary,HUN,1936,7547657
Hungary,HUN,1937,7225151.5
Hungary,HUN,1938,7316422
Hungary,HUN,1939,7300776.5
Hungary,HUN,1940,5825943
Hungary,HUN,1941,5114284.5
Hungary,HUN,1942,4551860.5
Hungary,HUN,1943,4651521.5
Hungary,HUN,1944,3744131.8
Hungary,HUN,1945,3039544.5
Hungary,HUN,1946,3026537.2
Hungary,HUN,1947,2527867
Hungary,HUN,1948,1962035.2
Hungary,HUN,1949,1852555
Hungary,HUN,1950,1780117.8
Hungary,HUN,1951,903505.75
Hungary,HUN,1952,1050835.2
Hungary,HUN,1953,118017.44
Hungary,HUN,1954,-454592.5
Hungary,HUN,1955,-771528.44
Hungary,HUN,1956,-1217583.8
Hungary,HUN,1957,-1335234.9
Hungary,HUN,1958,-1641508.6
Hungary,HUN,1959,-1866771.4
Hungary,HUN,1960,-1357365.5
Hungary,HUN,1961,-2143586.5
Hungary,HUN,1962,-2047333.2
Hungary,HUN,1963,-1903594.6
Hungary,HUN,1964,-1730543.9
Hungary,HUN,1965,-2224524.2
Hungary,HUN,1966,-2373905.5
Hungary,HUN,1967,-2071186
Hungary,HUN,1968,-1713616.1
Hungary,HUN,1969,-2546150.2
Hungary,HUN,1970,-2589055.5
Hungary,HUN,1971,-2404390.2
Hungary,HUN,1972,-2464663
Hungary,HUN,1973,-3236191.2
Hungary,HUN,1974,-3067977
Hungary,HUN,1975,-3746110.2
Hungary,HUN,1976,-3956936.8
Hungary,HUN,1977,-4268413.5
Hungary,HUN,1978,-4812004.5
Hungary,HUN,1979,-4642801
Hungary,HUN,1980,-4792732
Hungary,HUN,1981,-4506060.5
Hungary,HUN,1982,-4037838
Hungary,HUN,1983,-3550782.5
Hungary,HUN,1984,-3321452.5
Hungary,HUN,1985,-3689611.2
Hungary,HUN,1986,-3238316.5
Hungary,HUN,1987,-2984804.2
Hungary,HUN,1988,-2968499.5
Hungary,HUN,1989,-2968792.8
Hungary,HUN,1990,-1983323.2
Hungary,HUN,1991,-9221885
Hungary,HUN,1992,-7994371.5
Hungary,HUN,1993,-7411355.5
Hungary,HUN,1994,-3482925
Hungary,HUN,1995,-5039722
Hungary,HUN,1996,-4615870.5
Hungary,HUN,1997,-4508625.5
Hungary,HUN,1998,-2899030
Hungary,HUN,1999,-9618366
Hungary,HUN,2000,-7736352.5
Hungary,HUN,2001,-8406608
Hungary,HUN,2002,-6643675
Hungary,HUN,2003,-6301603.5
Hungary,HUN,2004,-6490666
Hungary,HUN,2005,-7158027
Hungary,HUN,2006,-6483741
Hungary,HUN,2007,-5865074.5
Hungary,HUN,2008,-5399856.5
Hungary,HUN,2009,-11293400
Hungary,HUN,2010,-11075686
Hungary,HUN,2011,-9724403
Hungary,HUN,2012,-10870062
Hungary,HUN,2013,-9754850
Hungary,HUN,2014,-9280912
Hungary,HUN,2015,-8149981.5
Hungary,HUN,2016,-7286194
Hungary,HUN,2017,-7477088
Hungary,HUN,2018,-7139597
Hungary,HUN,2019,-14189646
Hungary,HUN,2020,-5002129.5
Hungary,HUN,2021,-7064412
Hungary,HUN,2022,-9407797
Hungary,HUN,2023,-10225637
Hungary,HUN,2024,-10746072
Ireland,IRL,1850,4299814
Ireland,IRL,1851,4044213.2
Ireland,IRL,1852,3148182.2
Ireland,IRL,1853,2938234.8
Ireland,IRL,1854,3028405.8
Ireland,IRL,1855,2572054.8
Ireland,IRL,1856,2042203.8
Ireland,IRL,1857,1805765.8
Ireland,IRL,1858,1654809
Ireland,IRL,1859,1170354.9
Ireland,IRL,1860,1388729.2
Ireland,IRL,1861,1047024.56
Ireland,IRL,1862,910504
Ireland,IRL,1863,936261.94
Ireland,IRL,1864,915377.06
Ireland,IRL,1865,433377.94
Ireland,IRL,1866,361160.47
Ireland,IRL,1867,344709.12
Ireland,IRL,1868,331518.72
Ireland,IRL,1869,-125638.56
Ireland,IRL,1870,800877.06
Ireland,IRL,1871,1677415.9
Ireland,IRL,1872,2031541.4
Ireland,IRL,1873,2706340.2
Ireland,IRL,1874,3531253.2
Ireland,IRL,1875,3936491.8
Ireland,IRL,1876,4267058
Ireland,IRL,1877,4681163
Ireland,IRL,1878,5104171.5
Ireland,IRL,1879,5315474.5
Ireland,IRL,1880,4652034
Ireland,IRL,1881,3768937
Ireland,IRL,1882,3009572.8
Ireland,IRL,1883,2382516
Ireland,IRL,1884,1789790.8
Ireland,IRL,1885,964548
Ireland,IRL,1886,352293.62
Ireland,IRL,1887,-149454.56
Ireland,IRL,1888,-688172.5
Ireland,IRL,1889,-1346117
Ireland,IRL,1890,-1383966.1
Ireland,IRL,1891,-1355789.9
Ireland,IRL,1892,-1596148.2
Ireland,IRL,1893,-1647920.6
Ireland,IRL,1894,-1552070.4
Ireland,IRL,1895,-1668768.8
Ireland,IRL,1896,-1793198.2
Ireland,IRL,1897,-1855669.5
Ireland,IRL,1898,-1874172.8
Ireland,IRL,1899,-1989845
Ireland,IRL,1900,-1470289.9
Ireland,IRL,1901,-1255396.4
Ireland,IRL,1902,-858145.44
Ireland,IRL,1903,-690627.4
Ireland,IRL,1904,-411577.12
Ireland,IRL,1905,-18283.36
Ireland,IRL,1906,183163.36
Ireland,IRL,1907,379846.88
Ireland,IRL,1908,606098.9
Ireland,IRL,1909,838543.06
Ireland,IRL,1910,1511803
Ireland,IRL,1911,2556739.2
Ireland,IRL,1912,3196070.5
Ireland,IRL,1913,3820196.2
Ireland,IRL,1914,4545595
Ireland,IRL,1915,5240949
Ireland,IRL,1916,5479915
Ireland,IRL,1917,6088725
Ireland,IRL,1918,6622936.5
Ireland,IRL,1919,7260692
Ireland,IRL,1920,2945819.5
Ireland,IRL,1921,245084.97
Ireland,IRL,1922,-3274810
Ireland,IRL,1923,-6317322
Ireland,IRL,1924,-9324587
Ireland,IRL,1925,-11796981
Ireland,IRL,1926,-14092001
Ireland,IRL,1927,-16710551
Ireland,IRL,1928,-19098270
Ireland,IRL,1929,-21080898
Ireland,IRL,1930,-19862214
Ireland,IRL,1931,-18107450
Ireland,IRL,1932,-16310773
Ireland,IRL,1933,-14621522
Ireland,IRL,1934,-13588494
Ireland,IRL,1935,-12192692
Ireland,IRL,1936,-10978993
Ireland,IRL,1937,-9837400
Ireland,IRL,1938,-8568777
Ireland,IRL,1939,-7077162.5
Ireland,IRL,1940,-6752935
Ireland,IRL,1941,-5933261.5
Ireland,IRL,1942,-5492775.5
Ireland,IRL,1943,-4474770
Ireland,IRL,1944,-3414701.5
Ireland,IRL,1945,-3159430.8
Ireland,IRL,1946,-2752983
Ireland,IRL,1947,-2431540.2
Ireland,IRL,1948,-1329738.9
Ireland,IRL,1949,-220829.28
Ireland,IRL,1950,1104586.1
Ireland,IRL,1951,1541554.8
Ireland,IRL,1952,2203713
Ireland,IRL,1953,1591714.9
Ireland,IRL,1954,810073.75
Ireland,IRL,1955,1380815
Ireland,IRL,1956,1221321.1
Ireland,IRL,1957,1264373.1
Ireland,IRL,1958,745807.2
Ireland,IRL,1959,2197007.5
Ireland,IRL,1960,1166141.2
Ireland,IRL,1961,6692809
Ireland,IRL,1962,3930373
Ireland,IRL,1963,6286251.5
Ireland,IRL,1964,7882363
Ireland,IRL,1965,11041757
Ireland,IRL,1966,10281221
Ireland,IRL,1967,8084432.5
Ireland,IRL,1968,9261676
Ireland,IRL,1969,8867393
Ireland,IRL,1970,8832512
Ireland,IRL,1971,10804367
Ireland,IRL,1972,9474188
Ireland,IRL,1973,8632824
Ireland,IRL,1974,6720252.5
Ireland,IRL,1975,8617032
Ireland,IRL,1976,13550718
Ireland,IRL,1977,10135137
Ireland,IRL,1978,10710275
Ireland,IRL,1979,12664359
Ireland,IRL,1980,7795379.5
Ireland,IRL,1981,7275421.5
Ireland,IRL,1982,9062501
Ireland,IRL,1983,11794416
Ireland,IRL,1984,9014906
Ireland,IRL,1985,9610635
Ireland,IRL,1986,5963380
Ireland,IRL,1987,3913225.2
Ireland,IRL,1988,1010274.75
Ireland,IRL,1989,-1254370.4
Ireland,IRL,1990,-2934021.2
Ireland,IRL,1991,-3403892.5
Ireland,IRL,1992,-2939773.8
Ireland,IRL,1993,-3297783.2
Ireland,IRL,1994,-2719127.8
Ireland,IRL,1995,-2954906
Ireland,IRL,1996,-1144010.6
Ireland,IRL,1997,-515414.88
Ireland,IRL,1998,1196222.8
Ireland,IRL,1999,3745890.2
Ireland,IRL,2000,3536419.5
Ireland,IRL,2001,4533687
Ireland,IRL,2002,4690799.5
Ireland,IRL,2003,2062465.6
Ireland,IRL,2004,2938308.2
Ireland,IRL,2005,3484024.2
Ireland,IRL,2006,2776689.2
Ireland,IRL,2007,29494286
Ireland,IRL,2008,13953281
Ireland,IRL,2009,12118790
Ireland,IRL,2010,9336165
Ireland,IRL,2011,9604004
Ireland,IRL,2012,7237279.5
Ireland,IRL,2013,4964610
Ireland,IRL,2014,3301154
Ireland,IRL,2015,5710600.5
Ireland,IRL,2016,6367372.5
Ireland,IRL,2017,6368142
Ireland,IRL,2018,5445217
Ireland,IRL,2019,4232579.5
Ireland,IRL,2020,867561.94
Ireland,IRL,2021,1810712.1
Ireland,IRL,2022,708104.6
Ireland,IRL,2023,128276.63
Ireland,IRL,2024,-335622.4
Italy,ITA,1850,25188314
Italy,ITA,1851,26669670
Italy,ITA,1852,27821814
Italy,ITA,1853,27540932
Italy,ITA,1854,26509406
Italy,ITA,1855,27787410
Italy,ITA,1856,28777972
Italy,ITA,1857,28619686
Italy,ITA,1858,28961026
Italy,ITA,1859,28245704
Italy,ITA,1860,23137720
Italy,ITA,1861,22028774
Italy,ITA,1862,21177920
Italy,ITA,1863,18657382
Italy,ITA,1864,16877446
Italy,ITA,1865,16251562
Italy,ITA,1866,15188232
Italy,ITA,1867,15246637
Italy,ITA,1868,14958720
Italy,ITA,1869,13990398
Italy,ITA,1870,15876588
Italy,ITA,1871,18486456
Italy,ITA,1872,20354546
Italy,ITA,1873,20785176
Italy,ITA,1874,20402288
Italy,ITA,1875,22057464
Italy,ITA,1876,23368882
Italy,ITA,1877,23549296
Italy,ITA,1878,24180092
Italy,ITA,1879,23808710
Italy,ITA,1880,24365748
Italy,ITA,1881,26293302
Italy,ITA,1882,27701782
Italy,ITA,1883,27231434
Italy,ITA,1884,27157018
Italy,ITA,1885,28149084
Italy,ITA,1886,28396732
Italy,ITA,1887,29911686
Italy,ITA,1888,30935484
Italy,ITA,1889,30961386
Italy,ITA,1890,28825348
Italy,ITA,1891,30580222
Italy,ITA,1892,31764096
Italy,ITA,1893,31397840
Italy,ITA,1894,29867428
Italy,ITA,1895,31462988
Italy,ITA,1896,32523752
Italy,ITA,1897,32140096
Italy,ITA,1898,32408958
Italy,ITA,1899,31261174
Italy,ITA,1900,26539304
Italy,ITA,1901,24264436
Italy,ITA,1902,24900104
Italy,ITA,1903,25040472
Italy,ITA,1904,23674092
Italy,ITA,1905,21104494
Italy,ITA,1906,22190722
Italy,ITA,1907,22656600
Italy,ITA,1908,21621814
Italy,ITA,1909,21358114
Italy,ITA,1910,20198460
Italy,ITA,1911,19788824
Italy,ITA,1912,21535856
Italy,ITA,1913,22728744
Italy,ITA,1914,21302202
Italy,ITA,1915,20427276
Italy,ITA,1916,21437772
Italy,ITA,1917,21453160
Italy,ITA,1918,23173774
Italy,ITA,1919,24543780
Italy,ITA,1920,22832912
Italy,ITA,1921,23679992
Italy,ITA,1922,29157378
Italy,ITA,1923,25934122
Italy,ITA,1924,24492410
Italy,ITA,1925,23360602
Italy,ITA,1926,20880514
Italy,ITA,1927,20913452
Italy,ITA,1928,20688042
Italy,ITA,1929,20668696
Italy,ITA,1930,18970800
Italy,ITA,1931,20426690
Italy,ITA,1932,18794268
Italy,ITA,1933,17876546
Italy,ITA,1934,15617763
Italy,ITA,1935,18416986
Italy,ITA,1936,16939294
Italy,ITA,1937,15367182
Italy,ITA,1938,19474234
Italy,ITA,1939,17614496
Italy,ITA,1940,15723983
Italy,ITA,1941,15107808
Italy,ITA,1942,18170214
Italy,ITA,1943,19432794
Italy,ITA,1944,20371362
Italy,ITA,1945,19936264
Italy,ITA,1946,19164332
Italy,ITA,1947,16241230
Italy,ITA,1948,13226051
Italy,ITA,1949,16488220
Italy,ITA,1950,15991822
Italy,ITA,1951,11749458
Italy,ITA,1952,14270730
Italy,ITA,1953,12725182
Italy,ITA,1954,10047751
Italy,ITA,1955,11379065
Italy,ITA,1956,8777332
Italy,ITA,1957,8705554
Italy,ITA,1958,7879285.5
Italy,ITA,1959,3017523.8
Italy,ITA,1960,1878716.1
Italy,ITA,1961,4158786.8
Italy,ITA,1962,989.27997
Italy,ITA,1963,-2727115.2
Italy,ITA,1964,-2351335.5
Italy,ITA,1965,-3810083.8
Italy,ITA,1966,-3128506.5
Italy,ITA,1967,-672344
Italy,ITA,1968,-6425080.5
Italy,ITA,1969,-7277583.5
Italy,ITA,1970,-65682470
Italy,ITA,1971,-58201944
Italy,ITA,1972,-57521980
Italy,ITA,1973,-50718076
Italy,ITA,1974,-48595596
Italy,ITA,1975,-46826360
Italy,ITA,1976,-46479304
Italy,ITA,1977,-40248564
Italy,ITA,1978,-39442010
Italy,ITA,1979,-38694040
Italy,ITA,1980,-37268190
Italy,ITA,1981,-35454220
Italy,ITA,1982,-37624296
Italy,ITA,1983,-36668140
Italy,ITA,1984,-38234644
Italy,ITA,1985,-36322296
Italy,ITA,1986,-35273988
Italy,ITA,1987,-36347836
Italy,ITA,1988,-34539650
Italy,ITA,1989,-32824970
Italy,ITA,1990,-40184844
Italy,ITA,1991,-43469990
Italy,ITA,1992,-47367972
Italy,ITA,1993,-48991892
Italy,ITA,1994,-50916740
Italy,ITA,1995,-42874624
Italy,ITA,1996,-42640310
Italy,ITA,1997,-27503926
Italy,ITA,1998,-7601151
Italy,ITA,1999,-21337524
Italy,ITA,2000,-26313602
Italy,ITA,2001,-32580398
Italy,ITA,2002,-40625772
Italy,ITA,2003,-35296960
Italy,ITA,2004,-38881856
Italy,ITA,2005,-46130570
Italy,ITA,2006,-48461604
Italy,ITA,2007,-19074382
Italy,ITA,2008,-39482016
Italy,ITA,2009,-22949428
Italy,ITA,2010,-39489932
Italy,ITA,2011,-28732392
Italy,ITA,2012,-43039324
Italy,ITA,2013,-42664604
Italy,ITA,2014,-43691296
Italy,ITA,2015,-38568840
Italy,ITA,2016,-33216908
Italy,ITA,2017,-40188910
Italy,ITA,2018,-713673.94
Italy,ITA,2019,-22898350
Italy,ITA,2020,-28581362
Italy,ITA,2021,2418130
Italy,ITA,2022,-10107913
Italy,ITA,2023,-11977067
Italy,ITA,2024,-12347314
Latvia,LVA,1850,11041501
Latvia,LVA,1851,10920515
Latvia,LVA,1852,10911538
Latvia,LVA,1853,10872773
Latvia,LVA,1854,11127971
Latvia,LVA,1855,11044872
Latvia,LVA,1856,11015633
Latvia,LVA,1857,11095691
Latvia,LVA,1858,11114781
Latvia,LVA,1859,11290982
Latvia,LVA,1860,10663999
Latvia,LVA,1861,10527661
Latvia,LVA,1862,10454968
Latvia,LVA,1863,10495675
Latvia,LVA,1864,10412612
Latvia,LVA,1865,10394475
Latvia,LVA,1866,10239488
Latvia,LVA,1867,10382164
Latvia,LVA,1868,10262974
Latvia,LVA,1869,10298295
Latvia,LVA,1870,10458631
Latvia,LVA,1871,10299540
Latvia,LVA,1872,10276128
Latvia,LVA,1873,10269130
Latvia,LVA,1874,10328303
Latvia,LVA,1875,10288476
Latvia,LVA,1876,10303131
Latvia,LVA,1877,10326471
Latvia,LVA,1878,10444819
Latvia,LVA,1879,10468817
Latvia,LVA,1880,10453318
Latvia,LVA,1881,10378756
Latvia,LVA,1882,10500474
Latvia,LVA,1883,10633807
Latvia,LVA,1884,10660481
Latvia,LVA,1885,10603909
Latvia,LVA,1886,10606694
Latvia,LVA,1887,10701848
Latvia,LVA,1888,10668395
Latvia,LVA,1889,10687448
Latvia,LVA,1890,10868230
Latvia,LVA,1891,10823309
Latvia,LVA,1892,10702507
Latvia,LVA,1893,10635163
Latvia,LVA,1894,10593357
Latvia,LVA,1895,10741822
Latvia,LVA,1896,10738232
Latvia,LVA,1897,10780441
Latvia,LVA,1898,10941180
Latvia,LVA,1899,10923007
Latvia,LVA,1900,10882117
Latvia,LVA,1901,11102616
Latvia,LVA,1902,10924289
Latvia,LVA,1903,11115293
Latvia,LVA,1904,11066196
Latvia,LVA,1905,11123904
Latvia,LVA,1906,11115843
Latvia,LVA,1907,11147977
Latvia,LVA,1908,11191505
Latvia,LVA,1909,11261890
Latvia,LVA,1910,9609609
Latvia,LVA,1911,9106103
Latvia,LVA,1912,8771323
Latvia,LVA,1913,8527338
Latvia,LVA,1914,8320724.5
Latvia,LVA,1915,8174384
Latvia,LVA,1916,7845283.5
Latvia,LVA,1917,7698869.5
Latvia,LVA,1918,7574001.5
Latvia,LVA,1919,7338112.5
Latvia,LVA,1920,7273223
Latvia,LVA,1921,7129301.5
Latvia,LVA,1922,7007986
Latvia,LVA,1923,6831565
Latvia,LVA,1924,6777740.5
Latvia,LVA,1925,6738572.5
Latvia,LVA,1926,6546835.5
Latvia,LVA,1927,6351434
Latvia,LVA,1928,6257635.5
Latvia,LVA,1929,6353046
Latvia,LVA,1930,5626585
Latvia,LVA,1931,5476544
Latvia,LVA,1932,5345006.5
Latvia,LVA,1933,5147077.5
Latvia,LVA,1934,5021365.5
Latvia,LVA,1935,4824388.5
Latvia,LVA,1936,4851905.5
Latvia,LVA,1937,4554755
Latvia,LVA,1938,4616786.5
Latvia,LVA,1939,4431021.5
Latvia,LVA,1940,3817924.5
Latvia,LVA,1941,3524438.2
Latvia,LVA,1942,3175368.8
Latvia,LVA,1943,2824174.5
Latvia,LVA,1944,2490054.5
Latvia,LVA,1945,2172972
Latvia,LVA,1946,1849660.5
Latvia,LVA,1947,1557236.6
Latvia,LVA,1948,1172443.4
Latvia,LVA,1949,1057210.6
Latvia,LVA,1950,1033028.2
Latvia,LVA,1951,1642644.5
Latvia,LVA,1952,2480711.2
Latvia,LVA,1953,2974325.2
Latvia,LVA,1954,3471090.5
Latvia,LVA,1955,4031023
Latvia,LVA,1956,4514048
Latvia,LVA,1957,4965269.5
Latvia,LVA,1958,5217462.5
Latvia,LVA,1959,5470205.5
Latvia,LVA,1960,3747356
Latvia,LVA,1961,3911137
Latvia,LVA,1962,2850079
Latvia,LVA,1963,2597592.8
Latvia,LVA,1964,2802264
Latvia,LVA,1965,2167659
Latvia,LVA,1966,2134536.5
Latvia,LVA,1967,2028646.9
Latvia,LVA,1968,2680765.5
Latvia,LVA,1969,2035242
Latvia,LVA,1970,1894361.2
Latvia,LVA,1971,2281756
Latvia,LVA,1972,2271716.8
Latvia,LVA,1973,2694725.5
Latvia,LVA,1974,1870252.1
Latvia,LVA,1975,2391676
Latvia,LVA,1976,2461402
Latvia,LVA,1977,2008275.1
Latvia,LVA,1978,1714312.4
Latvia,LVA,1979,2067705
Latvia,LVA,1980,2101047.5
Latvia,LVA,1981,2513101
Latvia,LVA,1982,2320777.8
Latvia,LVA,1983,2026302
Latvia,LVA,1984,2176489.2
Latvia,LVA,1985,2197227.5
Latvia,LVA,1986,1904364
Latvia,LVA,1987,1665434.6
Latvia,LVA,1988,1517042.5
Latvia,LVA,1989,1521915.6
Latvia,LVA,1990,1532468
Latvia,LVA,1991,1897182.6
Latvia,LVA,1992,1577535.2
Latvia,LVA,1993,11891072
Latvia,LVA,1994,-9184988
Latvia,LVA,1995,-5976387
Latvia,LVA,1996,-8597026
Latvia,LVA,1997,-8967603
Latvia,LVA,1998,-10943269
Latvia,LVA,1999,-9398820
Latvia,LVA,2000,-10782163
Latvia,LVA,2001,-9298536
Latvia,LVA,2002,-9708941
Latvia,LVA,2003,-4211694.5
Latvia,LVA,2004,2793543.5
Latvia,LVA,2005,7152237.5
